venta_id,moto_id,cliente_id,vendedor_id,fecha,precio_final
115,661,712,311,2020-05-21 01:43:11,12587.9
116,228,700,117,2022-01-11 22:48:30,8063.49
117,955,322,228,2021-10-10 20:17:46,38386.71
118,792,483,316,2020-08-18 13:48:20,11390.72
119,720,782,125,2020-11-06 00:50:36,16319.45
120,910,953,404,2020-01-21 21:05:58,26826.19
121,374,31,5,2022-05-01 04:45:30,16336.03
122,854,342,204,2020-09-23 21:24:56,30735.05
123,561,594,179,2022-12-17 00:20:56,21638.62
124,306,664,422,2021-10-11 22:29:01,39633.75
125,582,932,79,2022-04-05 16:04:26,11625.45
126,170,930,176,2020-04-11 00:31:52,6867.1
127,676,903,461,2020-02-17 11:57:12,33748.15
128,449,25,359,2020-02-22 05:01:06,27223.77
129,96,35,171,2020-09-11 08:32:33,28314.16
130,198,617,306,2021-03-11 15:15:18,19268.57
131,607,442,29,2020-08-17 09:58:59,41015.82
132,257,359,85,2021-02-18 11:12:57,15835.56
133,882,458,225,2021-08-11 00:51:11,43793.34
134,691,665,364,2022-06-16 02:33:26,14142.94
135,293,734,391,2020-03-02 16:42:23,36411.35
136,931,518,125,2021-12-05 00:56:48,37114.19
137,817,241,463,2022-12-16 17:25:17,29313.93
138,862,945,241,2021-07-16 23:00:02,46913.07
139,388,922,230,2021-11-13 17:44:14,46052.92
140,611,453,441,2021-04-25 01:30:39,12349.37
141,555,751,313,2020-07-22 00:20:33,21782.6
142,974,39,174,2020-03-19 06:50:07,16710.58
143,369,385,259,2021-12-19 17:28:27,30655.64
144,1000,316,437,2020-02-20 09:51:57,42825.87
145,918,207,330,2022-12-08 19:04:55,21032.72
146,202,74,28,2021-11-16 19:48:01,28260.18
147,384,229,368,2020-05-01 13:01:49,7217.28
148,513,496,350,2020-12-18 01:52:59,6088.75
149,907,947,291,2022-05-07 02:42:36,21542.11
150,371,29,390,2022-09-01 00:59:55,38867.28
151,556,400,313,2021-02-19 22:48:41,14660.7
152,955,707,281,2021-03-30 22:21:55,21619.9
153,384,37,171,2020-12-27 06:04:00,11560.75
154,24,648,46,2022-11-11 09:58:11,8299.73
155,700,978,203,2021-07-17 15:00:35,33788.31
156,131,672,494,2022-05-06 02:34:43,37183.0
157,378,172,13,2020-05-09 16:36:48,9092.49
158,99,42,5,2020-05-14 06:00:16,47258.73
159,575,464,247,2022-08-22 12:23:37,13207.24
160,932,797,226,2021-05-19 10:50:18,27905.79
161,735,383,101,2022-05-13 23:38:16,25695.91
162,124,183,165,2020-03-26 20:14:49,11377.02
163,964,821,94,2021-01-20 19:19:11,37602.02
164,595,119,167,2020-03-19 16:05:15,35018.99
165,943,683,331,2020-08-24 22:23:20,48072.09
166,740,761,43,2022-11-08 23:51:48,10014.6
167,149,416,292,2021-12-11 05:02:30,33189.51
168,210,87,355,2020-01-21 00:33:16,45133.23
169,563,570,59,2021-06-30 11:35:26,42101.65
170,412,499,205,2021-05-24 00:04:26,44847.99
171,783,24,22,2021-09-23 11:19:36,5859.29
172,42,125,71,2021-08-18 06:38:43,8073.2
173,59,837,480,2020-04-17 05:13:37,41622.99
174,706,577,141,2020-06-27 18:15:56,43834.73
175,37,914,299,2021-07-24 15:21:22,49983.26
176,779,199,195,2020-11-22 02:13:48,49082.94
177,87,69,436,2020-12-22 03:06:56,10024.21
178,44,204,152,2022-06-15 15:41:16,24302.4
179,873,993,409,2021-10-18 21:51:42,21712.42
180,12,209,384,2022-07-14 19:06:45,17652.26
181,771,899,331,2021-01-22 10:25:37,41919.6
182,308,507,242,2022-03-13 11:32:20,33434.15
183,81,715,204,2022-09-29 16:48:43,49399.38
184,33,424,55,2022-01-19 18:23:42,36710.71
185,183,511,105,2020-05-23 02:52:58,34308.97
186,129,167,438,2022-10-13 21:32:27,45131.72
187,807,439,453,2022-09-06 22:34:04,11861.75
188,276,765,227,2022-09-03 22:07:03,41620.63
189,175,616,82,2020-02-02 15:00:44,14368.49
190,555,248,69,2020-01-25 19:16:38,14824.45
191,372,129,155,2022-08-14 23:26:02,24671.97
192,185,778,41,2020-07-20 22:00:20,23164.25
193,445,588,264,2021-08-06 07:20:30,35590.85
194,489,429,131,2022-06-09 19:43:10,5160.39
195,590,53,99,2021-09-26 05:50:58,42340.45
196,287,210,98,2022-07-24 23:38:07,14840.03
197,281,357,172,2020-02-15 16:29:08,19068.12
198,638,362,469,2020-11-25 05:53:14,41657.72
199,771,688,286,2020-09-13 22:50:20,39411.55
200,516,710,237,2022-12-31 19:41:44,24842.75
201,95,490,323,2020-01-31 01:34:59,27597.07
202,227,561,463,2022-09-17 02:24:44,15255.48
203,876,423,242,2022-04-17 22:17:32,12160.76
204,270,37,372,2022-01-07 00:55:11,22789.66
205,881,389,203,2022-01-06 13:08:19,41121.72
206,297,764,205,2022-08-28 13:27:56,21660.58
207,329,204,475,2022-11-07 23:01:36,35608.25
208,20,40,303,2021-09-10 01:40:11,24486.94
209,608,222,424,2020-03-09 15:28:19,18455.82
210,841,748,369,2020-08-01 00:28:58,25447.04
211,411,191,310,2021-03-06 02:02:43,40378.11
212,451,686,15,2021-06-23 05:24:11,10046.4
213,249,460,159,2021-12-19 15:04:48,41480.22
214,181,811,452,2021-04-18 19:46:02,32039.6
215,324,161,207,2022-03-17 09:14:25,44574.06
216,830,898,491,2022-10-12 11:03:57,9375.08
217,783,749,242,2021-07-22 03:13:48,26935.78
218,865,176,406,2021-10-28 21:35:33,47672.46
219,261,675,421,2021-08-08 07:14:38,14741.08
220,964,299,70,2020-07-07 19:00:58,27775.71
221,750,299,425,2022-05-10 23:01:29,9081.85
222,140,365,242,2022-01-18 11:00:23,41502.12
223,599,203,109,2020-01-08 00:13:30,41864.09
224,462,427,145,2020-10-17 04:20:39,11353.98
225,890,765,255,2022-10-25 22:18:28,33030.51
226,622,745,264,2022-11-29 13:06:06,17692.91
227,844,559,469,2020-10-21 10:40:56,27706.58
228,697,1000,148,2021-06-30 17:46:46,31871.56
229,529,464,259,2020-08-30 11:04:10,18671.75
230,153,622,317,2021-07-31 09:52:44,23809.43
231,926,731,161,2022-06-16 13:27:25,39598.71
232,150,618,100,2022-11-14 23:05:31,26637.24
233,111,553,147,2021-09-19 15:12:57,13692.09
234,26,621,52,2022-05-17 01:16:06,19874.9
235,465,369,48,2020-07-02 05:54:38,17388.47
236,957,849,378,2021-02-08 05:11:58,12206.49
237,890,428,62,2021-06-28 03:27:39,40348.83
238,887,861,402,2020-08-10 14:21:26,23574.4
239,118,449,323,2022-06-19 16:00:10,32340.98
240,446,576,183,2022-05-27 10:07:58,42278.9
241,596,45,266,2021-05-31 23:09:53,22753.77
242,674,894,171,2020-09-20 21:15:19,20930.15
243,873,643,327,2021-05-17 02:30:45,31333.25
244,929,535,22,2020-11-07 01:43:09,26744.67
245,229,381,434,2020-01-28 11:47:40,10185.28
246,508,921,302,2020-07-13 20:23:35,28404.13
247,764,941,264,2020-05-26 09:48:26,49140.1
248,122,852,470,2021-08-09 11:24:05,6672.1
249,327,735,74,2022-01-30 10:14:56,19012.64
250,470,974,112,2021-08-27 20:21:34,22566.2
251,288,392,218,2021-01-27 14:25:45,31842.89
252,526,212,403,2021-07-21 10:32:56,36734.39
253,840,228,445,2020-01-24 13:11:38,31815.46
254,697,310,200,2022-08-09 18:42:51,39818.0
255,153,502,463,2022-10-07 02:55:04,20848.88
256,592,319,261,2021-05-30 04:59:36,45236.27
257,42,414,114,2020-03-06 10:10:20,38336.74
258,275,725,477,2022-05-23 06:34:26,42901.07
259,553,521,212,2020-12-27 04:01:30,49976.66
260,439,971,202,2021-09-14 18:25:09,12700.05
261,208,810,220,2021-05-21 07:10:42,46911.51
262,780,931,149,2020-05-27 01:48:44,18182.92
263,167,175,451,2022-12-31 03:44:51,40274.11
264,112,958,270,2020-01-08 21:59:30,38939.58
265,350,716,446,2020-07-02 04:50:33,43621.55
266,130,254,375,2021-12-08 18:45:47,38970.34
267,736,713,225,2020-08-12 00:09:08,49147.78
268,887,630,144,2021-11-04 18:50:27,22891.59
269,813,312,123,2021-05-17 06:47:16,48360.67
270,217,982,179,2021-09-12 14:08:53,12852.92
271,382,757,54,2022-05-25 08:08:13,25395.01
272,25,581,326,2020-03-29 22:30:07,9870.84
273,68,304,205,2020-04-28 00:44:45,43024.11
274,979,520,171,2021-06-30 16:44:41,48887.98
275,772,249,422,2022-04-14 01:55:11,8917.87
276,235,313,134,2021-01-22 18:22:34,34062.26
277,717,86,309,2021-04-01 11:58:04,16295.23
278,999,87,113,2020-02-06 02:59:00,29912.91
279,292,327,61,2022-05-19 06:32:51,28142.42
280,727,20,316,2022-05-24 15:18:26,29882.8
281,702,684,287,2021-06-29 20:05:43,13441.54
282,710,327,136,2020-04-22 08:43:45,25291.83
283,728,353,213,2022-12-26 15:22:46,35979.43
284,556,508,340,2022-05-05 03:48:29,24027.75
285,33,358,291,2022-02-26 03:46:32,33790.96
286,12,343,27,2020-05-21 14:45:37,28419.01
287,617,362,296,2022-03-01 00:00:53,34086.86
288,213,790,460,2020-10-30 17:28:17,25293.07
289,139,757,83,2021-11-12 09:13:11,49350.03
290,695,140,146,2021-01-13 07:54:04,37433.14
291,422,172,384,2021-08-17 17:43:41,37682.89
292,638,68,193,2021-11-30 19:00:43,9702.17
293,669,737,111,2022-09-07 23:36:22,36505.18
294,624,926,190,2020-10-03 15:43:06,7707.15
295,489,918,55,2021-03-04 21:08:18,46217.84
296,771,210,133,2020-06-24 10:43:11,25015.83
297,540,326,465,2022-10-14 09:28:56,47869.02
298,980,752,491,2021-02-27 21:31:20,42585.27
299,218,476,57,2021-10-23 20:52:02,39237.3
300,664,258,218,2022-01-01 02:20:45,25754.86
301,822,674,226,2022-09-18 02:25:24,28099.95
302,308,425,413,2022-09-05 04:38:56,47407.67
303,175,364,379,2022-01-18 01:45:19,25452.55
304,149,104,367,2022-11-03 22:49:32,14128.08
305,950,762,227,2021-07-03 14:53:19,19468.91
306,542,684,402,2020-12-02 17:23:12,30652.94
307,580,52,136,2020-03-26 10:15:38,34860.2
308,548,998,172,2022-12-16 17:41:35,28382.84
309,808,351,193,2021-07-24 06:45:02,5778.56
310,394,467,306,2022-12-20 13:15:25,28032.54
311,74,439,457,2021-11-16 07:25:02,24485.84
312,298,976,469,2021-03-16 14:20:54,16826.69
313,920,765,2,2021-12-02 02:57:23,44768.23
314,900,308,230,2022-06-24 11:52:14,41553.23
315,815,430,156,2021-12-25 11:44:15,18956.87
316,731,233,172,2021-03-02 06:31:00,7036.37
317,947,350,315,2021-01-19 01:37:20,42401.06
318,877,133,272,2022-10-15 21:13:15,36613.08
319,772,697,437,2020-04-22 22:26:49,32093.99
320,800,433,10,2022-12-18 07:25:50,39235.86
321,778,889,281,2020-03-19 03:38:09,38901.16
322,395,491,457,2022-04-09 05:36:14,34710.37
323,540,405,365,2022-07-25 06:53:58,36892.49
324,430,785,90,2020-06-01 05:19:31,35573.59
325,200,54,243,2022-08-09 17:30:12,24580.76
326,424,982,484,2020-01-16 05:42:46,26825.16
327,62,707,175,2021-04-06 03:03:54,35950.58
328,342,405,476,2022-04-18 23:49:47,37955.71
329,866,953,355,2021-02-10 08:45:47,42991.66
330,45,409,46,2022-07-26 23:37:03,24947.09
331,803,812,66,2021-02-18 08:14:59,8819.27
332,931,341,439,2020-02-29 02:18:11,42756.08
333,89,750,201,2020-12-18 17:17:01,49925.98
334,34,704,208,2020-07-08 04:09:03,26534.79
335,646,16,153,2020-05-28 23:19:42,29066.46
336,233,354,126,2020-09-26 07:52:11,44579.77
337,768,281,118,2020-01-25 23:47:30,47919.96
338,37,345,9,2021-11-23 03:05:31,16419.16
339,769,361,402,2022-04-29 10:21:46,10730.42
340,460,604,122,2022-01-11 00:09:35,13727.1
341,291,318,296,2021-11-29 17:13:36,18700.87
342,198,644,85,2021-11-16 19:23:12,43788.55
343,895,404,7,2021-11-01 17:33:21,38247.1
344,950,653,229,2020-12-15 19:39:20,31603.43
345,255,115,303,2021-04-16 08:37:09,37623.35
346,81,301,467,2021-08-17 10:13:21,41311.94
347,447,843,155,2021-07-21 11:24:31,27959.62
348,137,394,241,2020-10-25 04:55:42,8014.73
349,190,704,80,2020-04-05 11:57:49,43168.14
350,130,989,8,2020-11-25 01:01:19,24983.08
351,210,374,386,2022-04-05 21:50:13,32048.9
352,369,687,285,2021-01-15 16:23:31,15673.92
353,292,736,273,2021-01-12 12:11:54,38314.39
354,377,472,158,2020-04-22 19:00:20,43174.33
355,348,910,333,2022-08-11 13:36:07,5981.52
356,169,582,354,2020-11-10 01:17:02,42579.67
357,885,686,130,2022-04-14 11:08:43,35446.89
358,805,136,499,2020-06-02 15:30:42,33688.05
359,177,298,158,2022-05-25 08:23:07,32642.37
360,538,623,175,2021-05-15 21:29:43,20498.22
361,324,401,95,2020-08-31 03:26:32,25472.9
362,872,179,466,2022-04-06 05:51:32,42517.02
363,509,808,370,2021-08-05 00:49:23,17203.06
364,804,36,390,2021-10-02 10:26:11,36000.08
365,115,875,406,2022-11-26 19:03:51,21784.36
366,799,285,390,2022-01-23 22:44:46,45480.4
367,30,630,89,2022-12-22 09:57:42,11013.96
368,754,82,490,2021-10-25 18:39:54,5491.9
369,290,38,400,2022-10-12 20:02:54,14047.14
370,147,514,311,2020-09-18 03:07:40,47660.73
371,274,466,488,2021-01-12 07:34:32,28895.81
372,222,287,492,2021-12-09 18:16:10,35637.76
373,341,35,361,2021-04-18 00:47:17,5176.84
374,510,885,302,2021-01-06 15:52:28,35621.57
375,515,4,88,2021-01-07 04:01:50,35166.91
376,70,418,48,2022-12-20 19:17:34,13369.53
377,358,172,470,2020-07-26 05:29:20,13602.81
378,909,346,43,2020-06-11 23:19:13,38414.84
379,557,514,151,2021-03-02 06:23:14,17472.82
380,886,355,233,2021-01-22 00:16:12,16888.62
381,766,441,33,2022-11-04 19:06:37,8576.95
382,323,818,458,2022-10-02 15:17:39,42219.11
383,624,104,361,2021-09-24 16:50:42,33465.14
384,92,809,221,2020-02-06 01:20:38,5913.96
385,342,83,60,2021-10-20 15:09:38,7664.34
386,424,554,304,2022-07-11 11:37:22,20235.96
387,552,311,366,2022-10-24 15:40:25,18776.03
388,972,982,157,2021-03-27 05:01:35,44364.28
389,663,688,139,2021-05-21 00:21:31,30625.72
390,415,605,278,2022-12-27 13:36:46,9212.86
391,658,896,204,2021-02-20 19:15:49,9245.33
392,711,962,378,2021-02-03 19:32:00,33867.78
393,968,810,404,2022-08-16 09:43:14,21896.43
394,275,807,336,2022-11-19 18:11:29,47333.4
395,861,397,138,2020-07-28 13:35:39,12185.47
396,44,208,25,2022-04-16 16:08:56,43275.53
397,84,925,306,2020-08-02 01:25:33,13193.78
398,434,282,307,2021-12-11 08:46:43,18995.2
399,810,252,437,2020-12-02 07:54:32,36939.61
400,94,243,468,2021-12-09 18:15:11,5409.85
401,175,54,271,2020-02-26 04:56:27,30913.84
402,406,471,357,2022-09-20 11:06:39,13081.63
403,202,704,288,2021-03-30 20:08:16,42761.88
404,858,348,455,2022-08-17 13:00:04,33274.43
405,499,78,358,2022-01-14 19:18:46,33628.28
406,481,674,286,2020-09-10 06:18:16,25288.58
407,988,463,229,2020-09-28 08:49:48,27589.74
408,330,374,422,2020-06-10 01:04:54,48678.15
409,541,905,125,2020-03-22 21:03:04,37006.52
410,210,197,174,2022-02-16 12:45:04,32118.27
411,618,47,477,2020-10-11 05:12:41,41602.86
412,955,631,81,2020-05-29 00:06:28,37805.3
413,897,854,59,2021-06-18 06:04:52,10106.41
414,983,686,262,2022-07-20 17:53:36,49473.91
415,576,477,83,2020-03-27 06:47:40,10245.88
416,17,791,178,2021-10-02 17:57:02,39388.68
417,107,271,210,2021-04-30 13:53:26,43557.52
418,165,257,162,2021-01-13 19:48:22,28386.8
419,607,435,475,2020-02-12 01:12:52,6876.31
420,537,486,472,2022-04-20 21:35:25,38243.01
421,629,183,107,2022-01-25 13:57:37,14229.93
422,192,179,307,2022-01-19 05:14:44,9710.3
423,196,906,17,2022-10-15 05:51:41,21226.83
424,308,802,86,2020-11-16 15:27:57,41402.77
425,137,245,302,2021-04-25 06:31:05,38057.91
426,953,553,429,2021-06-30 15:21:24,47812.68
427,860,681,150,2021-10-29 11:52:31,18601.78
428,94,756,432,2022-03-25 01:23:46,45337.3
429,892,904,283,2020-07-04 04:42:57,28725.3
430,751,923,47,2021-06-08 00:47:58,18603.92
431,88,670,371,2022-12-25 04:06:36,48111.71
432,161,947,492,2021-01-19 11:15:56,9118.91
433,148,186,219,2020-09-30 02:52:36,33184.26
434,585,530,261,2020-10-06 05:21:37,5657.57
435,456,639,39,2022-02-19 13:53:32,32725.48
436,88,267,334,2020-02-03 13:26:49,37983.34
437,14,300,74,2020-10-28 06:16:45,44654.31
438,315,959,327,2021-08-09 22:12:43,8745.67
439,594,226,292,2021-08-06 14:03:09,8816.25
440,121,962,13,2021-12-30 13:15:51,15771.97
441,885,743,134,2020-09-02 06:25:30,7336.05
442,952,894,480,2022-01-29 02:05:54,33973.63
443,833,788,57,2021-03-02 22:06:02,43924.3
444,716,222,285,2022-09-11 10:03:48,10435.82
445,733,391,211,2020-02-28 17:07:09,13727.93
446,933,6,447,2022-08-22 03:06:27,45506.52
447,282,197,218,2020-03-21 10:06:20,40433.97
448,801,451,477,2020-11-13 00:26:32,46535.15
449,427,760,228,2020-10-21 21:27:38,11207.49
450,783,425,365,2021-02-14 17:31:00,35037.76
451,471,489,16,2020-05-02 04:45:46,20049.64
452,285,977,352,2022-04-21 18:21:58,35892.02
453,277,840,432,2022-04-08 06:12:45,11712.31
454,979,937,292,2020-07-07 22:38:15,13854.96
455,325,793,255,2020-04-18 12:57:38,14171.39
456,535,216,221,2022-10-19 22:44:06,28728.89
457,228,693,96,2021-11-27 19:50:54,22104.21
458,891,379,140,2021-01-27 10:36:51,35185.28
459,596,663,154,2020-10-08 22:14:53,31817.92
460,648,554,19,2022-10-04 02:45:35,6926.19
461,969,775,97,2021-06-12 04:48:26,43351.69
462,574,121,61,2020-04-05 07:54:38,43653.85
463,654,207,484,2020-12-14 12:22:18,41613.94
464,518,564,91,2022-01-07 11:00:09,42766.07
465,257,680,308,2022-09-12 11:04:59,6297.63
466,137,537,379,2021-08-08 13:32:25,39767.41
467,208,32,479,2021-06-30 03:57:01,22318.98
468,464,661,69,2021-11-18 10:59:05,9977.71
469,950,659,428,2020-06-05 00:59:57,49943.88
470,140,804,271,2021-06-21 11:34:18,34620.84
471,5,481,262,2020-03-26 06:28:56,41629.38
472,424,725,481,2021-08-14 10:36:56,12519.61
473,349,89,129,2021-03-18 21:30:47,16204.27
474,942,481,175,2021-09-13 00:55:51,23301.72
475,283,604,261,2021-07-11 18:08:49,27608.92
476,587,813,318,2021-08-18 20:19:14,24787.19
477,821,869,278,2022-11-22 11:17:44,16788.77
478,434,467,252,2021-12-20 10:15:24,5473.54
479,220,151,213,2020-12-04 05:01:49,6781.92
480,820,483,51,2022-02-06 08:46:23,34779.94
481,740,928,384,2020-06-03 20:12:32,35645.06
482,874,691,112,2020-02-26 21:16:30,28884.96
483,787,787,104,2022-01-25 01:05:49,12035.59
484,374,509,15,2022-06-05 06:21:44,22943.28
485,291,79,184,2022-01-20 21:59:28,46045.98
486,564,520,198,2022-09-19 02:45:49,27907.77
487,671,524,397,2021-04-10 15:25:29,29598.95
488,438,704,113,2021-08-14 02:22:21,46736.87
489,827,715,442,2021-06-19 23:22:51,48647.02
490,940,954,4,2021-12-05 17:04:25,35841.67
491,824,315,286,2022-08-04 22:45:29,25762.54
492,509,551,290,2022-08-25 04:29:31,17887.21
493,787,170,305,2021-12-02 16:51:08,21356.26
494,942,983,378,2020-11-06 03:07:54,21981.62
495,856,961,166,2020-07-21 10:12:32,20994.39
496,450,35,275,2022-12-19 01:43:54,32767.34
497,327,210,202,2021-03-17 04:22:58,16255.53
498,491,427,165,2020-04-03 09:30:27,16809.3
499,54,949,113,2021-09-12 15:13:56,22595.45
500,817,71,68,2021-06-10 07:18:53,16975.87
501,95,132,241,2020-12-25 23:22:17,45362.46
502,60,937,134,2022-02-18 22:11:42,6387.03
503,337,892,445,2022-10-02 00:56:20,34418.69
504,667,92,64,2021-09-06 03:15:00,41907.52
505,637,973,201,2020-08-11 10:21:56,23067.75
506,164,680,202,2021-09-18 04:37:19,12615.66
507,571,214,402,2020-11-29 16:47:32,14608.81
508,946,794,363,2021-10-13 10:01:58,39816.31
509,107,769,359,2022-11-29 04:36:54,21392.57
510,202,108,112,2021-12-14 06:22:23,37472.56
511,301,931,472,2020-12-18 08:45:12,47191.44
512,782,382,365,2020-01-22 02:07:27,28652.45
513,890,962,452,2022-11-18 16:55:34,5076.27
514,839,881,104,2020-12-20 13:24:11,19862.11
515,551,556,4,2021-05-27 21:50:57,34050.93
516,680,678,236,2022-10-21 18:41:53,6124.57
517,649,108,70,2022-12-21 07:03:15,49832.9
518,14,474,173,2022-03-29 03:54:43,35207.01
519,904,984,460,2022-07-12 07:25:43,22216.29
520,721,811,42,2020-12-21 13:11:53,28537.13
521,535,500,447,2022-08-15 04:35:17,48674.03
522,505,709,300,2021-12-24 15:14:42,37363.85
523,848,693,380,2022-12-30 21:05:02,40712.53
524,986,456,485,2020-07-22 18:57:36,20857.43
525,777,94,80,2020-04-16 07:23:26,16635.7
526,740,2,351,2022-12-02 03:26:04,35902.49
527,775,24,385,2020-11-16 21:06:31,29392.65
528,210,216,145,2021-04-07 14:59:17,40185.46
529,456,345,162,2022-08-07 04:15:11,36136.8
530,469,346,174,2020-11-11 18:13:13,13914.36
531,474,326,44,2020-12-15 21:10:19,34118.85
532,963,919,72,2021-07-02 20:28:34,38365.61
533,573,81,82,2020-10-03 11:47:19,25456.74
534,401,352,422,2021-11-15 00:19:54,41969.35
535,57,241,170,2020-08-04 01:01:59,29630.86
